AÑO,SERVICIO,REGIÓN,NOMBRE,INVERSIÓN (MILES DE $ AÑO 2021),PROGRAMA
2016,Administración Sistema Concesiones ,No Regionalizable,RUTA 5 TRAMO RÍO BUENO - PUERTO MONTT (EXPROPIACIONES),214728.07306329606,RUTA 5
2016,Administración Sistema Concesiones ,No Regionalizable,"RUTA 5 NORTE, TRAMO LA SERENA - VALLENAR (INSPECCIÓN FISCAL)",1028412.187771089,RUTA 5
2016,Administración Sistema Concesiones ,No Regionalizable,RUTA 5 NORTE TRAMO LA SERENA - VALLENAR (EXPROPIACIONES),244310.31923341518,RUTA 5
2016,Administración Sistema Concesiones ,No Regionalizable,RUTA 5 NORTE TRAMO LA SERENA - VALLENAR (EXPROPIACIONES),5563.458946143756,RUTA 5
2016,Administración Sistema Concesiones ,No Regionalizable,HABILITACIÓN CAMINO DE LA FRUTA RUTA 66 (EXPROPIACIONES),5693.726426648158,VIALIDAD INTERURBANA
2016,Administración Sistema Concesiones ,No Regionalizable,HABILITACIÓN CAMINO DE LA FRUTA RUTA 66 (EXPROPIACIONES),95.6831936448263,VIALIDAD INTERURBANA
2016,Administración Sistema Concesiones ,No Regionalizable,-- RUTA 66 CAMINO DE LA FRUTA  (COMPENSACIONES) ,17921176.272904593,VIALIDAD INTERURBANA
2016,Administración Sistema Concesiones ,No Regionalizable,-- CONEXIÓN VIAL MELIPILLA - CAMINO DE LA FRUTA  (COMPENSACIONES) ,252064.11634733208,VIALIDAD INTERURBANA
2016,Administración Sistema Concesiones ,No Regionalizable,"-- AMPLIACIÓN RUTA 5 TRAMO TALCA CHILLÁN, RELICITACIÓN (ESTUDIO)",274.3686757526345,RUTA 5
2016,Administración Sistema Concesiones ,No Regionalizable,"-- AMPLIACIÓN RUTA 5 TRAMO TALCA CHILLÁN, RELICITACIÓN (ESTUDIO)",28359.115224852136,RUTA 5
2016,Administración Sistema Concesiones ,No Regionalizable,"RUTA 78 SANTIAGO SAN ANTONIO, RELICITACIÓN  (ESTUDIOS)",274.3686757526345,VIALIDAD INTERURBANA
2016,Administración Sistema Concesiones ,No Regionalizable,"RUTA 78 SANTIAGO SAN ANTONIO, RELICITACIÓN  (ESTUDIOS)",134878.7187523455,VIALIDAD INTERURBANA
2016,Administración Sistema Concesiones ,No Regionalizable,-- RUTA 5 NORTE TRAMO LA SERENA - VALLENAR (COMPENSACIONES),964279.0862186918,RUTA 5
2016,Administración Sistema Concesiones ,No Regionalizable,MEJORAMIENTO AUTOPISTA NAHUELBUTA POR CONCESIÓN (ESTUDIOS),1406.4276656227482,VIALIDAD INTERURBANA
2016,Administración Sistema Concesiones ,No Regionalizable,MEJORAMIENTO AUTOPISTA NAHUELBUTA POR CONCESIÓN (ESTUDIOS),16715.73864879496,VIALIDAD INTERURBANA
2016,Dirección General de Obras Públicas,No Regionalizable,ANALISIS ACTUAL MARCO NORMATIVO EN ASUNTOS INDÍGENAS INTERREGIONAL,19966.66161359508,"MEDIOAMBIENTE, TERRITORIO Y PARTICIPACION CIUDADANA"
2016,Dirección General de Obras Públicas,No Regionalizable,ACTUALIZACION COMPROMISOS AMBIENTALES PROYECTOS MOP INTERREGIONAL,34584.286859575775,"MEDIOAMBIENTE, TERRITORIO Y PARTICIPACION CIUDADANA"
2016,Dirección General de Obras Públicas,No Regionalizable,INVESTIGACION PARA LA VIABILIZACIÓN DE LA INNOVACIÓN EN PROYECTOS MOP INTERREGIONAL,199122.49002269347,INNOVACION TECNOLOGICA
2016,Dirección General de Obras Públicas,No Regionalizable,ANALISIS RUTA 160 A TRAVES DEL USO DE VEHÍCULOS DE ALTO TONELAJE,31125.8581736182,INNOVACION TECNOLOGICA
2016,Dirección General de Obras Públicas,No Regionalizable,DIAGNOSTICO E INCORPORACIÓN DE MEJORAMIENTOS EN PROYECTOS INVERSIÓN,80294.33880187708,INNOVACION TECNOLOGICA
2016,Dirección de Planeamiento ,No Regionalizable,"ANÁLISIS DE BRECHAS DE INFRAES. URBANA MOP EN CIUDADES, ETAPA II",38846.2238102375,ESTUDIOS
2016,Dirección de Planeamiento ,No Regionalizable,ANALISIS REQUERIMIENTOS DE LARGO PLAZO DE INFRAESTRUCTURA HÍDRICA,58.79328766127882,ESTUDIOS
2016,Dirección de Planeamiento ,No Regionalizable,ANALISIS REQUERIMIENTOS DE LARGO PLAZO DE INFRAESTRUCTURA HÍDRICA,133599.10013854122,ESTUDIOS
2016,Dirección de Planeamiento ,No Regionalizable,ANALISIS REQUERIMIENTOS DE CONECTIVIDAD INTERNACIONAL ZONA SUR Y AUSTRAL,52112.75624957076,ESTUDIOS
2016,Dirección de Planeamiento ,No Regionalizable,"ANALISIS DE REQUERIMIENTOS DE INFRAESTRUCTURA MOP DE APOYO AL TURISMO, ETAPA I",83117.56941918045,ESTUDIOS
2016,Agua Potable Rural,Arica y Parinacota,CONSTRUCCION SISTEMA AGUA POTABLE RURAL PAGO DE GOMEZ ARICA,167824.86322433938,AGUA POTABLE RURAL SEMI CONCENTRADO
2016,Agua Potable Rural,Arica y Parinacota,CONSTRUCCION SISTEMA AGUA POTABLE RURAL PAGO DE GOMEZ ARICA,1157416.1889955546,AGUA POTABLE RURAL SEMI CONCENTRADO
2016,Agua Potable Rural,Arica y Parinacota,CONSTRUCCION SISTEMA APR SECTOR PAMPA ALGODONAL,220329.57472498534,AGUA POTABLE RURAL CONCENTRADO
2016,Agua Potable Rural,Arica y Parinacota,CONSTRUCCION SISTEMA APR SECTOR PAMPA ALGODONAL,1397637.492712606,AGUA POTABLE RURAL CONCENTRADO
2016,Agua Potable Rural,Arica y Parinacota,MEJORAMIENTO SISTEMA AGUA POTABLE RURAL VISVIRI,131972.48584657916,AGUA POTABLE RURAL CONCENTRADO
2016,Agua Potable Rural,Arica y Parinacota,MEJORAMIENTO SISTEMA AGUA POTABLE RURAL VISVIRI,910156.9829025796,AGUA POTABLE RURAL CONCENTRADO
2016,Agua Potable Rural,Arica y Parinacota,"MEJORAMIENTO SISTEMA AGUA POTABLE RURAL DE PUTRE, COMUNA DE PUTRE",16715.73864879496,AGUA POTABLE RURAL CONCENTRADO
2016,Agua Potable Rural,Arica y Parinacota,"MEJORAMIENTO SISTEMA AGUA POTABLE RURAL DE PUTRE, COMUNA DE PUTRE",115280.95619858592,AGUA POTABLE RURAL CONCENTRADO
2016,Agua Potable Rural,Tarapacá,CONSTRUCCION CONSTRUCCION SISTEMA DE AGUA POTABLE DE CARAMUCHO IQUIQUE,48698.13432696865,AGUA POTABLE RURAL SEMI CONCENTRADO
2016,Agua Potable Rural,Tarapacá,CONSTRUCCION CONSTRUCCION SISTEMA DE AGUA POTABLE DE CARAMUCHO IQUIQUE,335850.3153124643,AGUA POTABLE RURAL SEMI CONCENTRADO
2016,Agua Potable Rural,Antofagasta,INSTALACIÓN SISTEMA AGUA POTABLE RURAL DE QUILLAGUA,1158934.43918869,AGUA POTABLE RURAL SEMI CONCENTRADO
2016,Agua Potable Rural,Antofagasta,CONSERVACION SISTEMA DE AGUA POTABLE RURAL CALETA PAPOSO ANTOFAGASTA,25914.006143880128,AGUA POTABLE RURAL CONCENTRADO
2016,Agua Potable Rural,Antofagasta,CONSERVACION SISTEMA DE AGUA POTABLE RURAL CALETA PAPOSO ANTOFAGASTA,129571.18352896263,AGUA POTABLE RURAL CONCENTRADO
2016,Agua Potable Rural,Atacama,CONSTRUCCION SISTEMA APR LA FRAGUA ALTO DEL CARMEN,35405.08726770971,AGUA POTABLE RURAL SEMI CONCENTRADO
2016,Agua Potable Rural,Atacama,CONSERVACION SISTEMAS APR REGIÓN DE ATACAMA AÑO 2015,126643.04724151855,AGUA POTABLE RURAL CONCENTRADO
2016,Agua Potable Rural,Coquimbo,AMPLIACION SISTEMA APR EL ROMERO,11019.706603022827,AMPLIACION Y MEJORAMIENTO DE SERVICIOS EXISTENTES DE AGUA POTABLE RURAL
2016,Agua Potable Rural,Coquimbo,AMPLIACION SISTEMA APR EL ROMERO,75992.05351654586,AMPLIACION Y MEJORAMIENTO DE SERVICIOS EXISTENTES DE AGUA POTABLE RURAL
2016,Agua Potable Rural,Coquimbo,AMPLIACION Y MEJORAMIENTO SISTEMA APR FLOR DEL VALLE MONTE PATRIA,13890.202412367616,AMPLIACION Y MEJORAMIENTO DE SERVICIOS EXISTENTES DE AGUA POTABLE RURAL
2016,Agua Potable Rural,Coquimbo,AMPLIACION Y MEJORAMIENTO SISTEMA APR FLOR DEL VALLE MONTE PATRIA,95796.16898190092,AMPLIACION Y MEJORAMIENTO DE SERVICIOS EXISTENTES DE AGUA POTABLE RURAL
2016,Agua Potable Rural,Coquimbo,AMPLIACION SISTEMA APR LAS ROJAS LA SERENA,31523.57747250332,AGUA POTABLE RURAL CONCENTRADO
2016,Agua Potable Rural,Coquimbo,AMPLIACION SISTEMA APR LAS ROJAS LA SERENA,217404.8968662272,AGUA POTABLE RURAL CONCENTRADO
2016,Agua Potable Rural,Coquimbo,CONSERVACION OBRAS POR SEQUÍA 2012- 2013 REGIÓN DE COQUIMBO,59516.09925664395,AGUA POTABLE RURAL CONCENTRADO
2016,Agua Potable Rural,Coquimbo,CONSERVACION OBRAS POR SEQUÍA 2012- 2013 REGIÓN DE COQUIMBO,407751.04769352236,AGUA POTABLE RURAL CONCENTRADO
2016,Agua Potable Rural,Coquimbo,CONSERVACIÓN DE OBRAS POR SEQUIA REGIÓN DE COQUIMBO 2013,31912.074294892554,AGUA POTABLE RURAL CONCENTRADO
2016,Agua Potable Rural,Coquimbo,CONSERVACIÓN DE OBRAS POR SEQUIA REGIÓN DE COQUIMBO 2013,196928.6934262344,AGUA POTABLE RURAL CONCENTRADO
2016,Agua Potable Rural,Coquimbo,"MEJORAMIENTO Y AMPLIACIÓN SISTEMA DE APR CAÑAS UNO Y SUR, ILLAPEL",5014.721594638488,AGUA POTABLE RURAL CONCENTRADO
2016,Agua Potable Rural,Coquimbo,"MEJORAMIENTO Y AMPLIACIÓN SISTEMA DE APR CAÑAS UNO Y SUR, ILLAPEL",34584.286859575775,AGUA POTABLE RURAL CONCENTRADO
2016,Agua Potable Rural,Coquimbo,"CONSTRUCCION SISTEMA APR PANGUESILLO, COMUNA DE MONTE PATRIA",5014.721594638488,AGUA POTABLE RURAL SEMI CONCENTRADO
2016,Agua Potable Rural,Coquimbo,"CONSTRUCCION SISTEMA APR PANGUESILLO, COMUNA DE MONTE PATRIA",34584.286859575775,AGUA POTABLE RURAL SEMI CONCENTRADO
2016,Agua Potable Rural,Coquimbo,CONSTRUCCION SISTEMA APR HIGUERITAS UNIDAS OVALLE,70596.90476645203,AGUA POTABLE RURAL SEMI CONCENTRADO
2016,Agua Potable Rural,Coquimbo,CONSTRUCCION SISTEMA APR HIGUERITAS UNIDAS OVALLE,486874.1319804218,AGUA POTABLE RURAL SEMI CONCENTRADO
2016,Agua Potable Rural,Coquimbo,"CONSTRUCCION SISTEMA APR BELLAVISTA CARÉN, COMUNA DE MONTE PATRIA",5014.721594638488,AGUA POTABLE RURAL SEMI CONCENTRADO
2016,Agua Potable Rural,Coquimbo,"CONSTRUCCION SISTEMA APR BELLAVISTA CARÉN, COMUNA DE MONTE PATRIA",34584.286859575775,AGUA POTABLE RURAL SEMI CONCENTRADO
2016,Agua Potable Rural,Coquimbo,AMPLIACION SISTEMA APR BELLAVISTA CERES LA SERENA,21730.460243433445,AGUA POTABLE RURAL CONCENTRADO
2016,Agua Potable Rural,Coquimbo,AMPLIACION SISTEMA APR BELLAVISTA CERES LA SERENA,149865.2430581617,AGUA POTABLE RURAL CONCENTRADO
2016,Agua Potable Rural,Coquimbo,CONSERVACIÓN SISTEMAS DE APR REGIÓN DE COQUIMBO AÑO 2015,91662.19389261963,AGUA POTABLE RURAL CONCENTRADO
2016,Agua Potable Rural,Coquimbo,CONSERVACIÓN SISTEMAS DE APR REGIÓN DE COQUIMBO AÑO 2015,286330.22776779975,AGUA POTABLE RURAL CONCENTRADO
2016,Agua Potable Rural,Coquimbo,"CONSERVACION OBRAS SEQUIA 2015-2016, REGION DE COQUIMBO",2518016.216100679,AGUA POTABLE RURAL CONCENTRADO
2016,Agua Potable Rural,Coquimbo,"CONSERVACION OBRAS SEQUIA 2015-2016, REGION DE COQUIMBO",1206771.4247728551,AGUA POTABLE RURAL CONCENTRADO
2016,Agua Potable Rural,Coquimbo,CONSERVACION OBRAS POR TERREMOTO SEPTIEMBRE 2015,340244.8253627544,AMPLIACION Y MEJORAMIENTO DE SERVICIOS EXISTENTES DE AGUA POTABLE RURAL
2016,Agua Potable Rural,Coquimbo,CONSERVACION OBRAS POR TERREMOTO SEPTIEMBRE 2015,1793161.8421917064,AMPLIACION Y MEJORAMIENTO DE SERVICIOS EXISTENTES DE AGUA POTABLE RURAL
2016,Agua Potable Rural,Valparaíso,"MEJORAMIENTO SERVICIO DE APR EL ESCORIAL, COMUNA DE PANQUEHUE",26792.44703011335,AMPLIACION Y MEJORAMIENTO DE SERVICIOS EXISTENTES DE AGUA POTABLE RURAL
2016,Agua Potable Rural,Valparaíso,"MEJORAMIENTO SERVICIO DE APR EL ESCORIAL, COMUNA DE PANQUEHUE",184760.78849947365,AMPLIACION Y MEJORAMIENTO DE SERVICIOS EXISTENTES DE AGUA POTABLE RURAL
2016,Agua Potable Rural,Valparaíso,"AMPLIACION SERVICIO APR TRONCAL SAN PEDRO, COMUNA QUILLOTA",11480.83042781717,AGUA POTABLE RURAL CONCENTRADO
2016,Agua Potable Rural,Valparaíso,"AMPLIACION SERVICIO APR TRONCAL SAN PEDRO, COMUNA QUILLOTA",74070.31997671543,AGUA POTABLE RURAL CONCENTRADO
2016,Agua Potable Rural,Valparaíso,AMPLIACION SERVICIO AGUA POTABLE RURAL LA PALMA DE QUILLOTA,194137.74147666662,AGUA POTABLE RURAL CONCENTRADO
2016,Agua Potable Rural,Valparaíso,AMPLIACION SERVICIO AGUA POTABLE RURAL LA PALMA DE QUILLOTA,1338853.427527823,AGUA POTABLE RURAL CONCENTRADO
2016,Agua Potable Rural,Valparaíso,"AMPLIACION SERVICIO APR VENTANA ALTO, COMUNA DE PUCHUNCAVÍ",191645.3672036532,AGUA POTABLE RURAL CONCENTRADO
2016,Agua Potable Rural,Valparaíso,"AMPLIACION SERVICIO APR VENTANA ALTO, COMUNA DE PUCHUNCAVÍ",1321688.0931498536,AGUA POTABLE RURAL CONCENTRADO
2016,Agua Potable Rural,Valparaíso,AMPLIACION SERVICIO APR SANTA TERESA - LOS LOROS DE LLAY-LLAY,10010.9982362852,AGUA POTABLE RURAL CONCENTRADO
2016,Agua Potable Rural,Valparaíso,AMPLIACION SERVICIO APR SANTA TERESA - LOS LOROS DE LLAY-LLAY,69039.45904820913,AGUA POTABLE RURAL CONCENTRADO
2016,Agua Potable Rural,Valparaíso,AMPLIACION SERVICIO APR CUNCUMÉN COMUNA DE SAN ANTONIO,18383.854084988496,AMPLIACION Y MEJORAMIENTO DE SERVICIOS EXISTENTES DE AGUA POTABLE RURAL
2016,Agua Potable Rural,Valparaíso,AMPLIACION SERVICIO APR CUNCUMÉN COMUNA DE SAN ANTONIO,126787.14843676677,AMPLIACION Y MEJORAMIENTO DE SERVICIOS EXISTENTES DE AGUA POTABLE RURAL
2016,Agua Potable Rural,Valparaíso,CONSERVACION OBRAS DE EMERGENCIA POR SEQUÍA AGUA POTABLE RURAL REGIÓN DE VALPARAÍSO,9245.53268712659,AGUA POTABLE RURAL SEMI CONCENTRADO
2016,Agua Potable Rural,Valparaíso,CONSERVACION OBRAS DE EMERGENCIA POR SEQUÍA AGUA POTABLE RURAL REGIÓN DE VALPARAÍSO,91672.5691786775,AGUA POTABLE RURAL SEMI CONCENTRADO
2016,Agua Potable Rural,Valparaíso,"CONSERVACION DE OBRAS POR SEQUIA PROVINCIA DE PETORCA, REGIÓN DE VALPARAISO",732100.9348156158,AGUA POTABLE RURAL CONCENTRADO
2016,Agua Potable Rural,Valparaíso,"CONSERVACION DE OBRAS POR SEQUIA PROVINCIA DE PETORCA, REGIÓN DE VALPARAISO",2734777.845231318,AGUA POTABLE RURAL CONCENTRADO
2016,Agua Potable Rural,Metropolitana,MEJORAMIENTO SERVICIO APR LOS RULOS,44973.40663219234,AGUA POTABLE RURAL CONCENTRADO
2016,Agua Potable Rural,Metropolitana,MEJORAMIENTO SERVICIO APR LOS RULOS,310161.10703317146,AGUA POTABLE RURAL CONCENTRADO
2016,Agua Potable Rural,Metropolitana,CONSTRUCCION AGUA POTABLE LA VEGA ,215.57538809135565,AGUA POTABLE RURAL SEMI CONCENTRADO
2016,Agua Potable Rural,Metropolitana,CONSTRUCCION AGUA POTABLE LA VEGA ,1371.8433787631725,AGUA POTABLE RURAL SEMI CONCENTRADO
2016,Agua Potable Rural,Metropolitana,INSTALACION AGUA POTABLE RURAL SANTA ROSA SAN PEDRO,18131.388790913592,AGUA POTABLE RURAL SEMI CONCENTRADO
2016,Agua Potable Rural,Metropolitana,INSTALACION AGUA POTABLE RURAL SANTA ROSA SAN PEDRO,115119.56285990789,AGUA POTABLE RURAL SEMI CONCENTRADO
2016,Agua Potable Rural,Metropolitana,MEJORAMIENTO SERVICIO APR CHACABUCO,3542.5837839825454,AMPLIACION Y MEJORAMIENTO DE SERVICIOS EXISTENTES DE AGUA POTABLE RURAL
2016,Agua Potable Rural,Metropolitana,MEJORAMIENTO SERVICIO APR CHACABUCO,22492.467363906097,AMPLIACION Y MEJORAMIENTO DE SERVICIOS EXISTENTES DE AGUA POTABLE RURAL
2016,Agua Potable Rural,Metropolitana,INSTALACION SERVICIO APR CHORRILLOS LAMPA,133142.58755199483,AGUA POTABLE RURAL CONCENTRADO
2016,Agua Potable Rural,Metropolitana,INSTALACION SERVICIO APR CHORRILLOS LAMPA,918220.8857886707,AGUA POTABLE RURAL CONCENTRADO
2016,Agua Potable Rural,Metropolitana,"AMPLIACION Y MEJORAMIENTO SISTEMA APR NOVICIADO PERALILLO, PUDAHUEL",231282.418373413,AMPLIACION Y MEJORAMIENTO DE SERVICIOS EXISTENTES DE AGUA POTABLE RURAL
2016,Agua Potable Rural,Metropolitana,"AMPLIACION Y MEJORAMIENTO SISTEMA APR NOVICIADO PERALILLO, PUDAHUEL",1595766.2608928676,AMPLIACION Y MEJORAMIENTO DE SERVICIOS EXISTENTES DE AGUA POTABLE RURAL
2016,Agua Potable Rural,Metropolitana,MEJORAMIENTO SERVICIO DE APR RUMAY CAMPOLINDO - MELIPILLA,161048.6486189865,AGUA POTABLE RURAL SEMI CONCENTRADO
2016,Agua Potable Rural,Metropolitana,MEJORAMIENTO SERVICIO DE APR RUMAY CAMPOLINDO - MELIPILLA,1110677.830923962,AGUA POTABLE RURAL SEMI CONCENTRADO
2016,Agua Potable Rural,Metropolitana,AMPLIACIÓN Y MEJORAMIENTO SISTEMA DE A.P. RURAL CASAS DE PUDAHUEL,47304.387566527745,AGUA POTABLE RURAL SEMI CONCENTRADO
2016,Agua Potable Rural,Metropolitana,AMPLIACIÓN Y MEJORAMIENTO SISTEMA DE A.P. RURAL CASAS DE PUDAHUEL,326234.73075594025,AGUA POTABLE RURAL SEMI CONCENTRADO
2016,Agua Potable Rural,Metropolitana,AMPLIACION SERVICIO DE APR EL VINCULO - PLAYA CARTAGENA PAINE,70120.79441735186,AGUA POTABLE RURAL CONCENTRADO
2016,Agua Potable Rural,Metropolitana,AMPLIACION SERVICIO DE APR EL VINCULO - PLAYA CARTAGENA PAINE,483590.93034788605,AGUA POTABLE RURAL CONCENTRADO
2016,Agua Potable Rural,Metropolitana,"CONSTRUCCION DE SERVICIO DE APR LA RED, COMUNA DE EL MONTE",38446.1988922284,AGUA POTABLE RURAL SEMI CONCENTRADO
2016,Agua Potable Rural,Metropolitana,"CONSTRUCCION DE SERVICIO DE APR LA RED, COMUNA DE EL MONTE",265146.1992567476,AGUA POTABLE RURAL SEMI CONCENTRADO
2016,Agua Potable Rural,Metropolitana,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE APR CHOLQUI, MELIPILLA",99761.83387513227,AGUA POTABLE RURAL CONCENTRADO
2016,Agua Potable Rural,Metropolitana,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE APR CHOLQUI, MELIPILLA",688008.2746887807,AGUA POTABLE RURAL CONCENTRADO
2016,Agua Potable Rural,Metropolitana,"CONSTRUCCION SERVICIOS APR DE NIHUE MEDIO Y BAJO, COMUNA SAN PEDRO",42841.861752080484,AGUA POTABLE RURAL SEMI CONCENTRADO
2016,Agua Potable Rural,Metropolitana,"CONSTRUCCION SERVICIOS APR DE NIHUE MEDIO Y BAJO, COMUNA SAN PEDRO",295459.3266891658,AGUA POTABLE RURAL SEMI CONCENTRADO
2016,Agua Potable Rural,Metropolitana,"MEJORAMIENTO Y AMPLIACION APR LA LÍNEA, COMUNA DE ALHUÉ",8357.86932439748,AGUA POTABLE RURAL CONCENTRADO
2016,Agua Potable Rural,Metropolitana,"MEJORAMIENTO Y AMPLIACION APR LA LÍNEA, COMUNA DE ALHUÉ",57640.47809929296,AGUA POTABLE RURAL CONCENTRADO
2016,Agua Potable Rural,Libertador B O Higgins,"MEJORAMIENTO Y AMPLIACION APR LOS AROMOS EL DURAZNO, LAS CABRAS",1151.6567524238733,AGUA POTABLE RURAL CONCENTRADO
2016,Agua Potable Rural,Libertador B O Higgins,"MEJORAMIENTO SERVICIO DE APR SANTA AMELIA, PICHIDEGUA",40952.40687998566,AGUA POTABLE RURAL CONCENTRADO
2016,Agua Potable Rural,Libertador B O Higgins,"MEJORAMIENTO SERVICIO DE APR SANTA AMELIA, PICHIDEGUA",217881.00721532738,AGUA POTABLE RURAL CONCENTRADO
2016,Agua Potable Rural,Libertador B O Higgins,"MEJORAMIENTO SERVICIO DE APR SANTA INÉS SANTA CLARISA, LAS CABRAS",29781.682224342687,AGUA POTABLE RURAL CONCENTRADO
2016,Agua Potable Rural,Libertador B O Higgins,"MEJORAMIENTO SERVICIO DE APR SANTA INÉS SANTA CLARISA, LAS CABRAS",205389.1628016486,AGUA POTABLE RURAL CONCENTRADO
2016,Agua Potable Rural,Libertador B O Higgins,"AMPLIACION SERVICIO APR TOTIHUE A VALLE DE TOTIHUE, REQUINOA",167.15738648794957,AGUA POTABLE RURAL CONCENTRADO
2016,Agua Potable Rural,Libertador B O Higgins,"AMPLIACION SERVICIO APR TOTIHUE A VALLE DE TOTIHUE, REQUINOA",1148.1983237379156,AGUA POTABLE RURAL CONCENTRADO
2016,Agua Potable Rural,Libertador B O Higgins,"MEJORAMIENTO Y AMPLIACIÓN APR SAN ANTONIO EL CUADRO, CHEPICA",162028.53674667448,AGUA POTABLE RURAL CONCENTRADO
2016,Agua Potable Rural,Libertador B O Higgins,"MEJORAMIENTO Y AMPLIACIÓN APR SAN ANTONIO EL CUADRO, CHEPICA",1011378.273683186,AGUA POTABLE RURAL CONCENTRADO
2016,Agua Potable Rural,Libertador B O Higgins,"MEJORAMIENTO SISTEMA APR CHANQUEAHUE, RENGO",23147.263195114065,AGUA POTABLE RURAL CONCENTRADO
2016,Agua Potable Rural,Libertador B O Higgins,"MEJORAMIENTO SISTEMA APR CHANQUEAHUE, RENGO",134852.20413241984,AGUA POTABLE RURAL CONCENTRADO
2016,Agua Potable Rural,Libertador B O Higgins,"MEJORAMIENTO SERVICIO DE APR PUNTA DE CORTES, RANCAGUA",72443.70568475338,AGUA POTABLE RURAL CONCENTRADO
2016,Agua Potable Rural,Libertador B O Higgins,"MEJORAMIENTO SERVICIO DE APR PUNTA DE CORTES, RANCAGUA",432783.1545224833,AGUA POTABLE RURAL CONCENTRADO
2016,Agua Potable Rural,Libertador B O Higgins,"AMPLIACIÓN APR QUEBRADA LA PITRA A LO MARCHANT, MARCHIGUE PUMANQUE",218751.3784346267,AGUA POTABLE RURAL CONCENTRADO
2016,Agua Potable Rural,Libertador B O Higgins,"AMPLIACIÓN APR QUEBRADA LA PITRA A LO MARCHANT, MARCHIGUE PUMANQUE",1359919.8694635527,AGUA POTABLE RURAL CONCENTRADO
2016,Agua Potable Rural,Libertador B O Higgins,"AMPLIACION SERVICIO A.P.R. PUMANQUE A VARIOS SECTORES, PUMANQUE",167.15738648794957,AGUA POTABLE RURAL CONCENTRADO
2016,Agua Potable Rural,Libertador B O Higgins,"AMPLIACION SERVICIO A.P.R. PUMANQUE A VARIOS SECTORES, PUMANQUE",1152.809561985859,AGUA POTABLE RURAL CONCENTRADO
2016,Agua Potable Rural,Libertador B O Higgins,"MEJORAMIENTO Y AMPLIACIÓN SISTEMA APR LA LEONERA SAN JOAQUÍN, CODEGUA",31706.87419285907,AGUA POTABLE RURAL CONCENTRADO
2016,Agua Potable Rural,Libertador B O Higgins,"MEJORAMIENTO Y AMPLIACIÓN SISTEMA APR LA LEONERA SAN JOAQUÍN, CODEGUA",67973.11020337221,AGUA POTABLE RURAL CONCENTRADO
2016,Agua Potable Rural,Libertador B O Higgins,"MEJORAMIENTO SISTEMA A.P.R. SANTA IRENE - SANTA MATILDE, PALMILLA",167.15738648794957,AGUA POTABLE RURAL CONCENTRADO
2016,Agua Potable Rural,Libertador B O Higgins,"MEJORAMIENTO SISTEMA A.P.R. SANTA IRENE - SANTA MATILDE, PALMILLA",1152.809561985859,AGUA POTABLE RURAL CONCENTRADO
2016,Agua Potable Rural,Libertador B O Higgins,"MEJORAMIENTO Y AMPLIACIÓN SISTEMA APR EL BARCO, PERALILLO",167.15738648794957,AGUA POTABLE RURAL CONCENTRADO
2016,Agua Potable Rural,Libertador B O Higgins,"MEJORAMIENTO Y AMPLIACIÓN SISTEMA APR EL BARCO, PERALILLO",1152.809561985859,AGUA POTABLE RURAL CONCENTRADO
2016,Agua Potable Rural,Libertador B O Higgins,"MEJORAMIENTO Y AMPLIACIÓN SISTEMA APR LO MOSCOSO, PLACILLA",1149.3511332999017,AGUA POTABLE RURAL CONCENTRADO
2016,Agua Potable Rural,Libertador B O Higgins,"MEJORAMIENTO Y AMPLIACIÓN SISTEMA APR LO MOSCOSO, PLACILLA",402747.85419450374,AGUA POTABLE RURAL CONCENTRADO
2016,Agua Potable Rural,Libertador B O Higgins,"AMPLIACION SISTEMA APR LAS GARZAS PAILIMO, MARCHIGUE",1671.5738648794959,AGUA POTABLE RURAL CONCENTRADO
2016,Agua Potable Rural,Libertador B O Higgins,"AMPLIACION SISTEMA APR LAS GARZAS PAILIMO, MARCHIGUE",11525.79000073462,AGUA POTABLE RURAL CONCENTRADO
2016,Agua Potable Rural,Libertador B O Higgins,"MEJORAMIENTO SISTEMA APR NERQUIHUE EL BUCHE, LOLOL",1099.7803221345096,AGUA POTABLE RURAL CONCENTRADO
2016,Agua Potable Rural,Libertador B O Higgins,"MEJORAMIENTO SISTEMA APR NERQUIHUE EL BUCHE, LOLOL",7579.722870057024,AGUA POTABLE RURAL CONCENTRADO
2016,Agua Potable Rural,Libertador B O Higgins,"MEJORAMIENTO SERVICIO A.P.R. LAS GARZAS - MAJADAS - TRICAHUERA, PALMILLA",1671.5738648794959,AGUA POTABLE RURAL CONCENTRADO
2016,Agua Potable Rural,Libertador B O Higgins,"MEJORAMIENTO SERVICIO A.P.R. LAS GARZAS - MAJADAS - TRICAHUERA, PALMILLA",11526.942810296605,AGUA POTABLE RURAL CONCENTRADO
2016,Agua Potable Rural,Libertador B O Higgins,"MEJORAMIENTO SERVICIO APR EL ALMENDRAL - LOS AMARILLOS, CHEPICA",1671.5738648794959,AGUA POTABLE RURAL CONCENTRADO
2016,Agua Potable Rural,Libertador B O Higgins,"MEJORAMIENTO SERVICIO APR EL ALMENDRAL - LOS AMARILLOS, CHEPICA",11521.178762486676,AGUA POTABLE RURAL CONCENTRADO
