AÑO,SERVICIO,REGIÓN,NOMBRE,INVERSIÓN (MILES DE $ AÑO 2021),PROGRAMA
2010,Dirección de Arquitectura ,Arica y Parinacota,AMPLIACION OFICINAS MOP EDIFICIO SERVICIOS PUBLICOS ARICA ARTURO PRAT 305 ARICA,10908.018019689509,EDIFICIOS MOP
2010,Dirección de Arquitectura ,Arica y Parinacota,AMPLIACION OFICINAS MOP EDIFICIO SERVICIOS PUBLICOS ARICA ARTURO PRAT 305 ARICA,394802.2542783518,EDIFICIOS MOP
2010,Dirección de Arquitectura ,Coquimbo,CONSTRUCCION EDIFICIO M.O.P. LA SERENA,12532.887716908193,EDIFICIOS MOP
2010,Dirección de Arquitectura ,Coquimbo,CONSTRUCCION EDIFICIO M.O.P. LA SERENA,3032166.9337160676,EDIFICIOS MOP
2010,Dirección de Arquitectura ,Coquimbo,CONSTRUCCION EDIFICIO M.O.P. LA SERENA,343010.41807057924,EDIFICIOS MOP
2010,Dirección de Arquitectura ,Valparaíso,CONSTRUCCION PARQUE CULTURAL CERRO CARCEL DE VALPARAISO,6768.637675074867,INFRAESTRUCTURA CULTURAL
2010,Dirección de Arquitectura ,Valparaíso,CONSTRUCCION PARQUE CULTURAL CERRO CARCEL DE VALPARAISO,194011.14179877107,INFRAESTRUCTURA CULTURAL
2010,Dirección de Arquitectura ,Valparaíso,CONSTRUCCION PARQUE CULTURAL CERRO CARCEL DE VALPARAISO,4777442.733737805,INFRAESTRUCTURA CULTURAL
2010,Dirección de Arquitectura ,Valparaíso,CONSTRUCCION PARQUE CULTURAL CERRO CARCEL DE VALPARAISO,2549.926290317028,INFRAESTRUCTURA CULTURAL
2010,Dirección de Arquitectura ,Valparaíso,CONSERVACION RESIDENCIA PRESIDENCIAL TRIENAL 2010 / 2012 VIÑA DEL MAR,86262.58977570821,EDIFICACION PATRIMONIAL
2010,Dirección de Arquitectura ,Metropolitana,CONSERVACION EDIFICIO SEREMI M.O.P. RM,474569.61514233577,EDIFICIOS MOP
2010,Dirección de Arquitectura ,Metropolitana,CONSTRUCCION Y DESARROLLO  MUSEO DE LA MEMORIA SANTIAGO,12037.068716013215,INFRAESTRUCTURA CULTURAL
2010,Dirección de Arquitectura ,Metropolitana,CONSTRUCCION Y DESARROLLO  MUSEO DE LA MEMORIA SANTIAGO,356445.6963691163,INFRAESTRUCTURA CULTURAL
2010,Dirección de Arquitectura ,Metropolitana,"NORMALIZACIÓN DE CORONAMIENTOS EDIFICIOS BARRIO CÍVICO Y EJE BULNES, SANTIAGO",119877.70141067087,EDIFICACION PATRIMONIAL
2010,Dirección de Arquitectura ,Metropolitana,HABILITACION CENTRO GABRIELA MISTRAL SANTIAGO,12141.899019059581,INFRAESTRUCTURA CULTURAL
2010,Dirección de Arquitectura ,Metropolitana,HABILITACION CENTRO GABRIELA MISTRAL SANTIAGO,747091.5707942513,INFRAESTRUCTURA CULTURAL
2010,Dirección de Arquitectura ,Metropolitana,HABILITACION CENTRO GABRIELA MISTRAL SANTIAGO,11807371.355781456,INFRAESTRUCTURA CULTURAL
2010,Dirección de Arquitectura ,Metropolitana,CONSERVACION TRIENAL PALACIO DE LA MONEDA,479064.56854187796,EDIFICIOS GUBERNAMENTALES
2010,Dirección de Arquitectura ,Metropolitana,CONSERVACION EDIFICIO TRICEL SANTIAGO,1222.5479936353306,EDIFICIOS GUBERNAMENTALES
2010,Dirección de Arquitectura ,Metropolitana,CONSERVACION EDIFICIO TRICEL SANTIAGO,367340.96475735423,EDIFICIOS GUBERNAMENTALES
2010,Dirección de Arquitectura ,Metropolitana,CONSERVACION EDIFICIO TRICEL SANTIAGO,20617.570682930014,EDIFICIOS GUBERNAMENTALES
2010,Dirección de Arquitectura ,Metropolitana,CONSERVACION Y REPARACION JARDIN INFANTIL MOP REGION METROPOLITANA,146362.93581276372,CONSERVACION EDIFICIOS MOP
2010,Dirección de Arquitectura ,Metropolitana,CONSTRUCCION OBRAS COMPLEMENTARIAS EN PLAZA DE LA CIUDADANIA SANTIAGO,58435.810819765225,EDIFICACION PATRIMONIAL
2010,Dirección de Arquitectura ,Metropolitana,CONSTRUCCION OBRAS COMPLEMENTARIAS EN PLAZA DE LA CIUDADANIA SANTIAGO,991421.2580552784,EDIFICACION PATRIMONIAL
2010,Dirección de Arquitectura ,Libertador B O Higgins,CONSTRUCCION CENTRO GAUDI EN PARQUE CATALUÑA RANCAGUA,75411.23678469242,INFRAESTRUCTURA CULTURAL
2010,Dirección de Arquitectura ,Libertador B O Higgins,REPOSICION Y AMPLIACION EDIFICIO MOP RANCAGUA,131498.2821659323,EDIFICIOS MOP
2010,Dirección de Arquitectura ,Bio Bio,CONSERVACION EDIFICIO DE GOBERNACION Y SS.PP. REGION DEL BIO - BIO,210476.58250563487,CONSERVACION EDIFICIOS GUBERNAMENTALES
2010,Dirección de Arquitectura ,Bio Bio,CONSERVACION BODEGA DIRECCION REGIONAL DE ARQUITECTURA MOP BIO - BIO,42491.68837669959,CONSERVACION EDIFICIOS MOP
2010,Dirección de Arquitectura ,Bio Bio,CONSERVACION EDIFICIO DE SERVICIOS PUBLICOS PROVINCIA DE ÑUBLE,270516.0136368661,CONSERVACION EDIFICIOS GUBERNAMENTALES
2010,Dirección de Arquitectura ,Bio Bio,CONSERVACION EDIFICIO MINISTERIO DE OBRAS PUBLICAS CONCEPCION,490152.4980276065,EDIFICIOS MOP
2010,Dirección de Arquitectura ,Araucanía,CONSTRUCCION ESCALERA DE EMERGENCIA EDIFICIO M.O.P. IX REGIÓN,168079.80805196374,CONSERVACION EDIFICIOS MOP
2010,Dirección de Arquitectura ,Araucanía,REPOSICION ASCENSORES EDIFICIO MOP IX REGION,22412.435466169834,CONSERVACION EDIFICIOS MOP
2010,Dirección de Arquitectura ,Araucanía,"CONSERVACION REVESTIMIENTO EN MUROS EXTERIORES, EDIFICIO M.O.P. TEMUCO",119860.70190206874,CONSERVACION EDIFICIOS MOP
2010,Dirección de Arquitectura ,Los Ríos,AMPLIACION OFICINAS MOP VALDIVIA,957188.4976077724,EDIFICIOS MOP
2010,Dirección de Arquitectura ,Los Ríos,CONSERVACION Y REPARACION EDIFICIO MOP VALDIVIA,21230.969618322943,CONSERVACION EDIFICIOS MOP
2010,Dirección de Arquitectura ,Los Lagos,RESTAURACION FUERTES CHAICURA Y BATERIA BALCACURA - PLAN CHILOE PROVINCIA DE CHILOE,16095.701394767819,EDIFICACION PATRIMONIAL
2010,Dirección de Arquitectura ,Los Lagos,RESTAURACION FUERTES CHAICURA Y BATERIA BALCACURA - PLAN CHILOE PROVINCIA DE CHILOE,1071457.7778054625,EDIFICACION PATRIMONIAL
2010,Dirección de Arquitectura ,Los Lagos,HABILITACION COSTANERA Y ENTORNOS PATRIMONIALES DE ACHAO,16095.701394767819,EDIFICACION PATRIMONIAL
2010,Dirección de Arquitectura ,Los Lagos,HABILITACION COSTANERA Y ENTORNOS PATRIMONIALES DE ACHAO,1362180.5406673744,EDIFICACION PATRIMONIAL
2010,Dirección de Arquitectura ,Los Lagos,REPARACION INTEGRAL LOSAS EDIFICIO MOP PUERTO MONTT PUERTO MONTT,11333.005734742346,EDIFICIOS MOP
2010,Dirección de Arquitectura ,No Regionalizable,CONSERVACION EDIFICIOS MOP TRIENAL 2010 / 2012 NIVEL NACIONAL,1872636.1184687717,CONSERVACION EDIFICIOS MOP
2010,Dirección de Arquitectura ,No Regionalizable,CONSERVACION PREVENTIVA EDIFICIOS MOP TRIENAL 2010 / 2012 NIVEL NACIONAL,192124.1963439365,CONSERVACION EDIFICIOS MOP
2010,Dirección de Obras Hidráulicas ,Libertador B O Higgins,DIAGNOSTICO DD.FF. RÍO TINGUIRIRICA Y OTROS CAUCES DE LA VI REGIÓN SEXTA REGIÓN,175661.58888850638,MANEJO DE CAUCES
2010,Dirección de Obras Hidráulicas ,Maule,DIAGNOSTICO PLAN MAESTRO EVACUACION Y DRENAJE AGUAS LLUVIAS CONSTITUCION,11786.32596413204,PLANES MAESTROS DE AGUAS LLUVIAS
2010,Dirección de Obras Hidráulicas ,Bio Bio,"ACTUALIZACION ESTUDIO AMBIENTAL EMBALSE PUNILLA, VIII REGION",34756.91196273793,PLANIFICACION
2010,Dirección de Obras Hidráulicas ,Los Ríos,ACTUALIZACION DE ESTUDIO DE IMPACTO AMBIENTAL MEJORAMIENTO CAUCES DE LLOLLELHUE,3541.5642921069834,OBRAS MEDIANAS DE RIEGO Y DRENAJE
2010,Dirección de Obras Hidráulicas ,Arica y Parinacota,CONSTRUCCION EMBALSE CHIRONTA LLUTA,380062.26369460253,GRANDES OBRAS DE RIEGO
2010,Dirección de Obras Hidráulicas ,Arica y Parinacota,CONSTRUCCION INFRAESTRUCTURA EN CAUCE URBANO RÍO SAN JOSÉ ARICA,94775.09370821656,MANEJO DE CAUCES
2010,Dirección de Obras Hidráulicas ,Arica y Parinacota,CONSTRUCCION INFRAESTRUCTURA EN CAUCE URBANO RÍO SAN JOSÉ ARICA,142229.22197101646,MANEJO DE CAUCES
2010,Dirección de Obras Hidráulicas ,Arica y Parinacota,CONSTRUCCION ENTUBAMIENTO CANAL AZAPA,366588.7365017107,GRANDES OBRAS DE RIEGO
2010,Dirección de Obras Hidráulicas ,Arica y Parinacota,CONSTRUCCION INFRAESTRUCTURA EN CAUCES NATURALES ETAPA II LLUTA Y AZAPA,307549.44312657043,MANEJO DE CAUCES
2010,Dirección de Obras Hidráulicas ,Arica y Parinacota,CONSERVACION DE OBRAS DE RIEGO FISCALES REGIÓN DE ARICA Y PARINACOTA,130758.80354174036,CONSERVACION DE OBRAS DE RIEGO
2010,Dirección de Obras Hidráulicas ,Arica y Parinacota,"CONSERVACION DE RIBERAS DE CAUCES NATURALES, ARICA Y PARINACOTA (2009-2011)",124923.7222140649,CONSERVACION DE RIBERAS (DEFENSAS FLUVIALES)
2010,Dirección de Obras Hidráulicas ,Arica y Parinacota,CONSERVACION CONSTRUCCION REGADÍO EN EL VALLE DE AZAPA PUTRE - AZAPA,449996.8254579807,CONSERVACION DE OBRAS DE RIEGO
2010,Dirección de Obras Hidráulicas ,Tarapacá,CONSERVACION DE RIBERAS DE CAUCES NATURALES REGIÓN DE TARAPACÁ,99163.80017899553,CONSERVACION DE RIBERAS (DEFENSAS FLUVIALES)
2010,Dirección de Obras Hidráulicas ,Tarapacá,CONSERVACION OBRAS DE RIEGO FISCALES REGIÓN DE TARAPACÁ,84979.12687624864,CONSERVACION DE OBRAS DE RIEGO
2010,Dirección de Obras Hidráulicas ,Tarapacá,CONSERVACION Y MANEJO DE CAUCE QUEBRADA DE CAMIÑA,89719.15652480464,CONSERVACION DE RIBERAS (DEFENSAS FLUVIALES)
2010,Dirección de Obras Hidráulicas ,Tarapacá,CONSERVACION Y MANEJO DE CAUCE QUEBRADA DE TARAPACÁ,120413.18593163743,CONSERVACION DE RIBERAS (DEFENSAS FLUVIALES)
2010,Dirección de Obras Hidráulicas ,Antofagasta,CONSERVACION INFRAESTRUCTURA OBRAS FISCALES DE RIEGO EN EL RÍO LOA,94018.6155754225,CONSERVACION DE OBRAS DE RIEGO
2010,Dirección de Obras Hidráulicas ,Antofagasta,CONSERVACION DE RIBERAS DE CAUCES NATURALES REGIÓN DE ANTOFAGASTA REGIÓN DE ANTOFAGASTA,93464.71492013698,CONSERVACION DE RIBERAS (DEFENSAS FLUVIALES)
2010,Dirección de Obras Hidráulicas ,Antofagasta,"CONSERVACION Y REPARACIÓN OBRAS FISCALES DE RIEGO REGIÓN DE ANTOFAG COMUNA DE CALAMA, EMBALSE CONCHI",91438.94014505179,CONSERVACION DE OBRAS DE RIEGO
2010,Dirección de Obras Hidráulicas ,Antofagasta,CONSERVACION DE OBRAS ALUVIONALES ANTOFAGASTA (QUEBRADAS S.CARMEN Y;  LA CADENA),11325.922606158132,CONSERVACION ALUVIONAL
2010,Dirección de Obras Hidráulicas ,Antofagasta,CONSTRUCCIÓN OBRAS DE CONTROL ALUVIONAL EN TOCOPILLA Y TALTAL,23889.97608883687,CONTROL ALUVIONAL
2010,Dirección de Obras Hidráulicas ,Antofagasta,"CONSERVACION DE RIBERAS DEL RÍO LOA EN SU PASO POR LA CIUDAD DE CALAMA CALAMA, II REGIÓN",95160.4159031978,CONSERVACION DE RIBERAS (DEFENSAS FLUVIALES)
2010,Dirección de Obras Hidráulicas ,Atacama,CONSTRUCCION COLECTOR DE AGUAS LLUVIAS MATTA - CIRCUNVALACION COPIAPO,92196.83490356267,EVACUACION Y DRENAJE DE AGUAS LLUVIAS
2010,Dirección de Obras Hidráulicas ,Atacama,ESTUDIO CONSTRUCCION TRANQUES RETENEDORES ALTA PRIORIDAD COPIAPO,60914.905824240115,EVACUACION Y DRENAJE DE AGUAS LLUVIAS
2010,Dirección de Obras Hidráulicas ,Atacama,"CONSERVACION RED PRIMARIA DE AGUAS LLUVIAS II ETAPA ATACAMA VALLENAR, COPIAPO",99254.46422487347,CONSERVACION DE OBRAS DE AGUAS LLUVIAS
2010,Dirección de Obras Hidráulicas ,Atacama,CONSERVACION RIBERAS DE CAUCES NATURALES 2010-2012 III REGION REGION DE ATACAMA,229035.7960219923,CONSERVACION DE RIBERAS (DEFENSAS FLUVIALES)
2010,Dirección de Obras Hidráulicas ,Atacama,CONSERVACION OBRAS DE RIEGO FISCALES III REGION REGION DE ATACAMA,37976.902217121606,CONSERVACION DE OBRAS DE RIEGO
2010,Dirección de Obras Hidráulicas ,Coquimbo,CONSTRUCCION EMBALSE EL BATO  - RIO ILLAPEL,1044061.6530674398,GRANDES OBRAS DE RIEGO
2010,Dirección de Obras Hidráulicas ,Coquimbo,CONSTRUCCION EMBALSE EL BATO  - RIO ILLAPEL,2008.775266483081,GRANDES OBRAS DE RIEGO
2010,Dirección de Obras Hidráulicas ,Coquimbo,CONSTRUCCION EMBALSE EL BATO  - RIO ILLAPEL,5198898.800878554,GRANDES OBRAS DE RIEGO
2010,Dirección de Obras Hidráulicas ,Coquimbo,CONSTRUCCION EMBALSE VALLE HERMOSO EN RIO PAMA COMBARBALA,89631.32573036038,GRANDES OBRAS DE RIEGO
2010,Dirección de Obras Hidráulicas ,Coquimbo,"CONSERVACION RED PRIMARIA AGUAS LLUVIAS (2007-2009), IV REGIÓN",50995.69255490688,CONSERVACION DE OBRAS DE AGUAS LLUVIAS
2010,Dirección de Obras Hidráulicas ,Coquimbo,EXPLOTACION MANEJO Y CONTROL EMB.CORRALES Y OBRAS ANEXAS 2007-2010 SALAMANCA,234950.20838981096,EXPLOTACION DE OBRAS DE RIEGO
2010,Dirección de Obras Hidráulicas ,Coquimbo,HABILITACION COMPROMISOS AMBIENTALES EMBALSE CORRALES (2007-2009),117578.51787223501,EXPLOTACION DE OBRAS DE RIEGO
2010,Dirección de Obras Hidráulicas ,Coquimbo,HABILITACION COMPROMISOS AMBIENTALES EMBALSE CORRALES (2007-2009),138731.5730761316,EXPLOTACION DE OBRAS DE RIEGO
2010,Dirección de Obras Hidráulicas ,Coquimbo,CONSERVACION DE RIBERAS IV REGIÓN,278369.78661104257,CONSERVACION DE RIBERAS (DEFENSAS FLUVIALES)
2010,Dirección de Obras Hidráulicas ,Coquimbo,CONSERVACION OBRAS DE RIEGO FISCAL REGIÓN  DE COQUIMBO,350416.53731823334,CONSERVACION DE OBRAS DE RIEGO
2010,Dirección de Obras Hidráulicas ,Coquimbo,CONSTRUCCION EMBALSE PUCLARO (PAGOS 2010) IV REGION,5531.923424271108,GRANDES OBRAS DE RIEGO
2010,Dirección de Obras Hidráulicas ,Valparaíso,"CONSTRUCCION SISTEMA DE REGULACION VALLE DEL ACONCAGUA, V REGION",141441.57807245187,GRANDES OBRAS DE RIEGO
2010,Dirección de Obras Hidráulicas ,Valparaíso,"CONSTRUCCION SISTEMA DE REGULACION VALLE DEL ACONCAGUA, V REGION",166566.85178637566,GRANDES OBRAS DE RIEGO
2010,Dirección de Obras Hidráulicas ,Valparaíso,CONSTRUCCION  EMBALSE CHACRILLAS DE PUTAENDO,77233.01745655225,GRANDES OBRAS DE RIEGO
2010,Dirección de Obras Hidráulicas ,Valparaíso,CONSTRUCCION  EMBALSE CHACRILLAS DE PUTAENDO,1279411.3499094003,GRANDES OBRAS DE RIEGO
2010,Dirección de Obras Hidráulicas ,Valparaíso,MEJORAMIENTO SISTEMA DE EVACUACION AGUAS LLUVIAS  AV.ARGENTINA -COLECTOR VALPARAISO,66438.32949421016,EVACUACION Y DRENAJE DE AGUAS LLUVIAS
2010,Dirección de Obras Hidráulicas ,Valparaíso,"CONSTRUCCION REGADÍO CUNCUMÉN, SAN ANTONIO",21453.379855867264,GRANDES OBRAS DE RIEGO
2010,Dirección de Obras Hidráulicas ,Valparaíso,CONSTRUCCION UNIFICACIÓN DE BOCATOMAS PRIMERA SECCIÓN RÍO ACONCAGUA,398457.14862780616,OBRAS MEDIANAS DE RIEGO Y DRENAJE
2010,Dirección de Obras Hidráulicas ,Valparaíso,"CONSTRUCCION OBRAS DE REGULACION VALLE LA LIGUA, V REGIÓN",733588.2944613058,GRANDES OBRAS DE RIEGO
2010,Dirección de Obras Hidráulicas ,Valparaíso,"CONSTRUCCION OBRAS DE REGULACION VALLE DE PETORCA , V REGION",1029504.4072011632,GRANDES OBRAS DE RIEGO
2010,Dirección de Obras Hidráulicas ,Valparaíso,CONSERVACION Y REPARACIÓN INFRAESTRUCTURA DE AGUAS LLUVIAS V REGIÓN,928707.237570648,CONSERVACION DE OBRAS DE AGUAS LLUVIAS
2010,Dirección de Obras Hidráulicas ,Metropolitana,CONSTRUCCION COLECTOR SECTOR HONDONADA RIO VIEJO REGIÓN METROPOLITANA,143473.01935040441,EVACUACION Y DRENAJE DE AGUAS LLUVIAS
2010,Dirección de Obras Hidráulicas ,Metropolitana,CONSTRUCCION COLECTOR SECTOR HONDONADA RIO VIEJO REGIÓN METROPOLITANA,439207.803998506,EVACUACION Y DRENAJE DE AGUAS LLUVIAS
2010,Dirección de Obras Hidráulicas ,Metropolitana,CONSTRUCCION COLECTOR SECTOR HONDONADA RIO VIEJO REGIÓN METROPOLITANA,2887761.7746439804,EVACUACION Y DRENAJE DE AGUAS LLUVIAS
2010,Dirección de Obras Hidráulicas ,Metropolitana,CONSTRUCCION MANEJO DE CAUCES CUENCA DEL RIO MAPOCHO SECTOR ORIENTE,509.98525806340564,MANEJO DE CAUCES
2010,Dirección de Obras Hidráulicas ,Metropolitana,CONSERVACION DE RIBERAS DE CAUCES NATURALES REGIÓN METROPOLITANA,257821.63058823787,CONSERVACION DE RIBERAS (DEFENSAS FLUVIALES)
2010,Dirección de Obras Hidráulicas ,Metropolitana,CONSERVACION Y OPERACIÓN SISTEMAS DE AGUAS LLUVIAS REGIÓN METROPOLITANA,565346.9910776219,CONSERVACION DE OBRAS DE AGUAS LLUVIAS
2010,Dirección de Obras Hidráulicas ,Metropolitana,CONSTRUCCION OBRAS DE CANALIZACIÓN ESTERO LAS CRUCES ETAPA II,178317.7621075866,EVACUACION Y DRENAJE DE AGUAS LLUVIAS
2010,Dirección de Obras Hidráulicas ,Metropolitana,CONSTRUCCION OBRAS DE CANALIZACIÓN ESTERO LAS CRUCES ETAPA II,264101.532391002,EVACUACION Y DRENAJE DE AGUAS LLUVIAS
2010,Dirección de Obras Hidráulicas ,Metropolitana,CONSTRUCCION OBRAS DE CANALIZACIÓN ESTERO LAS CRUCES ETAPA II,2119304.6547883064,EVACUACION Y DRENAJE DE AGUAS LLUVIAS
2010,Dirección de Obras Hidráulicas ,Metropolitana,CONSTRUCCION SISTEMA DE RIEGO EN EL VALLE DE PUANGUE CURACAVÍ,283514.9712146156,OBRAS MEDIANAS DE RIEGO Y DRENAJE
2010,Dirección de Obras Hidráulicas ,Metropolitana,CONSTRUCCION DE OBRAS FLUVIALES Y MEJORAMIENTO DEL ESTERO COLINA COLINA,84952.21098762863,MANEJO DE CAUCES
2010,Dirección de Obras Hidráulicas ,Metropolitana,CONSTRUCCIÓN PARQUE INUNDABLE ZANJÓN DE LA AGUADA,2431264.0537714083,EVACUACION Y DRENAJE DE AGUAS LLUVIAS
2010,Dirección de Obras Hidráulicas ,Metropolitana,CONSERVACION DE RIBERAS DE CAUCES NATURALES RM - AÑO 2009,823379.6988976694,CONSERVACION DE RIBERAS (DEFENSAS FLUVIALES)
2010,Dirección de Obras Hidráulicas ,Metropolitana,CONSERVACION OBRAS DE CANALIZACIÓN QUEBRADA DE RAMÓN LA REINA - RM,122770.45112446384,CONSERVACION DE OBRAS DE AGUAS LLUVIAS
2010,Dirección de Obras Hidráulicas ,Metropolitana,CONSERVACION OBRAS DE CANALIZACIÓN QUEBRADA DE RAMÓN LA REINA - RM,1246630.630821658,CONSERVACION DE OBRAS DE AGUAS LLUVIAS
2010,Dirección de Obras Hidráulicas ,Metropolitana,"CONSERVACION COLECTOR EL SALTO, COMUNA DE RECOLETA",4901.524980276065,CONSERVACION DE OBRAS DE AGUAS LLUVIAS
2010,Dirección de Obras Hidráulicas ,Metropolitana,"CONSERVACIÓN OBRAS FLUVIALES QUEBRADA NIDO DE ÁGUILAS, COMUNA DE PEÑALOLÉN",206133.20805779487,CONSERVACION DE RIBERAS (DEFENSAS FLUVIALES)
2010,Dirección de Obras Hidráulicas ,Metropolitana,CONSTRUCCION OBRAS QUEBRADA DE MACUL: OBRAS DE RETENCIÓN HONDONADA,16995.25872496299,CONTROL ALUVIONAL
2010,Dirección de Obras Hidráulicas ,Metropolitana,CONSERVACION DE RIBERAS DE CAUCES NATURALES R.M. (AÑO 2010 - 2012),808336.5504105157,CONSERVACION DE RIBERAS (DEFENSAS FLUVIALES)
2010,Dirección de Obras Hidráulicas ,Libertador B O Higgins,"CONSTRUCCION COLECTOR DE AGUAS LLUVIAS ALAMEDA, RANCAGUA",158637.99764920652,EVACUACION Y DRENAJE DE AGUAS LLUVIAS
2010,Dirección de Obras Hidráulicas ,Libertador B O Higgins,"CONSTRUCCION COLECTOR DE AGUAS LLUVIAS ALAMEDA, RANCAGUA",3185.991237179442,EVACUACION Y DRENAJE DE AGUAS LLUVIAS
2010,Dirección de Obras Hidráulicas ,Libertador B O Higgins,"CONSTRUCCION COLECTOR DE AGUAS LLUVIAS ALAMEDA, RANCAGUA",3716407.0713311546,EVACUACION Y DRENAJE DE AGUAS LLUVIAS
2010,Dirección de Obras Hidráulicas ,Libertador B O Higgins,CONSERVACION DE RIBERAS DE CAUCES NATURALES AÑO 2010 SEXTA REGIÓN REGIÓN DE O´HIGGINS,538176.1098285771,CONSERVACION DE RIBERAS (DEFENSAS FLUVIALES)
2010,Dirección de Obras Hidráulicas ,Libertador B O Higgins,CONSTRUCCION SISTEMA DE REGADIO CONVENTO VIEJO,764465.0685856113,GRANDES OBRAS DE RIEGO
2010,Dirección de Obras Hidráulicas ,Maule,MEJORAMIENTO UNIFICACION DE BOCATOMAS RIO ACHIBUENO,235791.68406561558,OBRAS MEDIANAS DE RIEGO Y DRENAJE
2010,Dirección de Obras Hidráulicas ,Maule,"CONSTRUCCION DEFENSAS FLUVIALES RIO LONTUÉ SECTOR RIBERA IZQUIERDA KM 18,2 A 31,7",332102.40005088976,MANEJO DE CAUCES
2010,Dirección de Obras Hidráulicas ,Maule,"CONSTRUCCION SISTEMA DE REGADIO ANCOA, PROVINCIA DE LINARES",2154955.457578372,GRANDES OBRAS DE RIEGO
2010,Dirección de Obras Hidráulicas ,Maule,"CONSTRUCCION SISTEMA DE REGADIO ANCOA, PROVINCIA DE LINARES",109699.24563515538,GRANDES OBRAS DE RIEGO
2010,Dirección de Obras Hidráulicas ,Maule,"CONSTRUCCION SISTEMA DE REGADIO ANCOA, PROVINCIA DE LINARES",27699007.816038072,GRANDES OBRAS DE RIEGO
2010,Dirección de Obras Hidráulicas ,Maule,"CONSTRUCCION DEFENSAS FLUVIALES RIO MAULE KM. 100,30 AL KM. 90,00 COMUNA DE MAULE",232216.1207563044,CONSERVACION DE RIBERAS (DEFENSAS FLUVIALES)
2010,Dirección de Obras Hidráulicas ,Maule,"CONSERVACION DE RIBERAS EN CAUCES NATURALES, VII REGIÓN 2010 - 2012 VII REGIÓN",1426433.016680496,CONSERVACION DE RIBERAS (DEFENSAS FLUVIALES)
2010,Dirección de Obras Hidráulicas ,Maule,CONSERVACION OBRAS DE RIEGO FISCALES VII REGIÓN DEL MAULE (2010 - 2012),13245.450452480118,CONSERVACION DE OBRAS DE RIEGO
2010,Dirección de Obras Hidráulicas ,Maule,"CONSERVACION Y REPARACIÓN SISTEMA REGADIO CANAL PENCAHUE, VII REGIÓN",407046.15034902404,CONSERVACION DE OBRAS DE RIEGO
2010,Dirección de Obras Hidráulicas ,Maule,"CONSERVACION Y REPARACIÓN SISTEMA CANAL REGADÍO MELOZAL, VII REGIÓN",113657.29788801416,CONSERVACION DE OBRAS DE RIEGO
2010,Dirección de Obras Hidráulicas ,Maule,"CONSERVACION Y REPARACIÓN SISTEMA CANAL REGADÍO MELOZAL, VII REGIÓN",2535648.1197169693,CONSERVACION DE OBRAS DE RIEGO
2010,Dirección de Obras Hidráulicas ,Maule,CONSERVACION Y MEJORAMIENTO CANAL CUMPEO,112113.1758566555,CONSERVACION DE OBRAS DE RIEGO
2010,Dirección de Obras Hidráulicas ,Maule,CONSERVACION Y MEJORAMIENTO CANAL CUMPEO,4760118.817846534,CONSERVACION DE OBRAS DE RIEGO
2010,Dirección de Obras Hidráulicas ,Maule,"CONSERVACION Y REPARACIÓN DE OBRAS DE DEFENSAS FLUVIALES PRODUCIDAS, POR TERREMOTO",321375.7101229561,CONSERVACION DE RIBERAS (DEFENSAS FLUVIALES)
2010,Dirección de Obras Hidráulicas ,Maule,"CONSERVACION Y REPARACION CANAL PUTAGÁN, VII REG.",171129.80322032628,CONSERVACION DE OBRAS DE RIEGO
2010,Dirección de Obras Hidráulicas ,Maule,CONSERVACION Y MANTANTENCION OBRAS DE RIEGO FISCALES VII REGION 2011-2013,8499.75430105676,CONSERVACION DE OBRAS DE RIEGO
2010,Dirección de Obras Hidráulicas ,Maule,"CONSERVACION Y REPARACIÓN DE INFRAESTRUCTURA DE AGUAS LLUVIAS, VII REGIÓN 2010 ? 2012",141656.90518141197,CONSERVACION DE OBRAS DE AGUAS LLUVIAS
2010,Dirección de Obras Hidráulicas ,Maule,CONSERVACION Y REPARACION SISTEMA DE REGADIO CANAL MAULE NORTE,2124879.076984083,CONSERVACION DE OBRAS DE RIEGO
2010,Dirección de Obras Hidráulicas ,Maule,CONSTRUCCION OBRAS DE REGADIO VALLE DEL PENCAHUE(PAGOS 2010),62.33153154108291,OBRAS MEDIANAS DE RIEGO Y DRENAJE
2010,Dirección de Obras Hidráulicas ,Bio Bio,CONSTRUCCION REGADIO LONQUEN NINHUE,566711.2016429416,OBRAS MEDIANAS DE RIEGO Y DRENAJE
2010,Dirección de Obras Hidráulicas ,Bio Bio,CONSTRUCCION SISTEMA DE DISTRIBUCION LAJA - DIGUILLIN (II ETAPA),1307928.0255894458,GRANDES OBRAS DE RIEGO
2010,Dirección de Obras Hidráulicas ,Bio Bio,CONSTRUCCION SISTEMA DE DISTRIBUCION LAJA - DIGUILLIN (II ETAPA),5051.687306261401,GRANDES OBRAS DE RIEGO
2010,Dirección de Obras Hidráulicas ,Bio Bio,CONSTRUCCION SISTEMA DE DISTRIBUCION LAJA - DIGUILLIN (II ETAPA),1973560.784413803,GRANDES OBRAS DE RIEGO
2010,Dirección de Obras Hidráulicas ,Bio Bio,CONSTRUCCION SISTEMA DE DISTRIBUCION LAJA - DIGUILLIN (II ETAPA),125266.54563754084,GRANDES OBRAS DE RIEGO
2010,Dirección de Obras Hidráulicas ,Bio Bio,CONSTRUCCION DEFENSAS FLUVIALES RIO ANDALIEN (ETAPA I),178348.92787335717,MANEJO DE CAUCES
